state,state_code,bill_id,bill_url,title,author,author_partisanship,topics,status,date_of_last_action,introduced_year_month,summary,history,text_len,word_count,definition_found,definition,PHCI,UR,BPPRIV,NAICS54_tech_employment,bill_year,state_partisanship
Virginia,VA,VA H    2433,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2433&ciq=urn:user:PA196471263&client_md=ae7ddf2bc749c72ba5c7129b7bfc0532&mode=current_text,Law Enforcement Agencies,Glass (D),Democrat,"Government Use, Judicial Use",Failed - Died,45665,2025-01,"Relates to law-enforcement agencies, relates to use of certain technologies and interrogation practices, relates to forensic laboratory accreditation, directs the Department of Criminal Justice Services to establish a comprehensive framework for the use of generative artificial intelligence (AI), machine learning systems, audiovisual surveillance technologies, and custodial and noncustodial interrogations of adults and juveniles by law-enforcement agencies.","01/08/2025 - INTRODUCED.
01/08/2025 - To HOUSE Committee on PUBLIC SAFETY.
02/05/2025 - In HOUSE Committee on PUBLIC SAFETY:  Left in committee.",67332,9735,TRUE,"Generative artificial intelligence (AI) system means any artificial intelligence technology or system that can generate new content, ideas, data patterns, or videos based on the input and training it has received, which includes text, images, audio, and video content.",151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    2462,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2462&ciq=urn:user:PA196471263&client_md=781feffde5ab99e159f0da6b93c8c627&mode=current_text,Digital Replication Right Act,Glass (D),Democrat,NA,Failed - Died,45707,2025-01,"Relates to Digital Replication Right Act, creates a property right by which an individual may authorize the use of the voice or visual likeness of such individual in a digital replica, defined in the bill, prohibits the intentional unauthorized production or publication, reproduction, display, distribution, transmission, or otherwise making available to the public of an unauthorized digital replica, subject to certain exceptions.","01/08/2025 - INTRODUCED.
01/08/2025 - To HOUSE Committee on COMMUNICATIONS, TECHNOLOGY AND INNOVATION.
01/27/2025 - From HOUSE Committee on COMMUNICATIONS, TECHNOLOGY AND INNOVATION:  Reported with substitute.
01/27/2025 - Committee substitute printed.
01/30/2025 - Committee substitute adopted on HOUSE floor.
01/30/2025 - Engrossed by HOUSE as substituted.
01/31/2025 - Passed HOUSE.  *****To SENATE.
02/03/2025 - To SENATE Committee on COURTS OF JUSTICE.
02/17/2025 - From SENATE Committee on COURTS OF JUSTICE:  Reported with substitute.
02/17/2025 - Committee substitute printed.
02/19/2025 - Committee substitute adopted on SENATE floor.
02/19/2025 - Engrossed by SENATE as substituted.
02/19/2025 - Passed SENATE.  *****To HOUSE for concurrence.
02/20/2025 - HOUSE refused to concur in SENATE substitute.
02/20/2025 - SENATE insists on substitute.
02/20/2025 - *****To CONFERENCE Committee.
02/22/2025 - No further action taken.",5559,908,FALSE,NA,151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    2468,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2468&ciq=urn:user:PA196471263&client_md=f79b4e80e029184d86d55103e99e63f4&mode=current_text,Advanced Registered Medication Aides,Henson (D),Democrat,Health Use,Enacted - Act No.  277,03/21/2025 - Enacted,2025-01,"Relates to advanced registered medication aides, relates to administration of drugs, specifies that advanced registered medication aides may administer drugs to long-term care residents who do not have a clinical condition that requires evaluation by a registered nurse or licensed practical nurse for the administration of medications, limits the practice of advanced registered medication aides to nursing homes licensed by the Department of Health and permits advanced registered medication aides.","01/08/2025 - INTRODUCED.
01/08/2025 - To HOUSE Committee on HEALTH AND HUMAN SERVICES.
01/28/2025 - From HOUSE Committee on HEALTH AND HUMAN SERVICES:  Reported with amendment.
01/31/2025 - Engrossed by HOUSE.
01/31/2025 - Committee amendment adopted on HOUSE floor.
01/31/2025 - Engrossed by HOUSE as amended.
02/03/2025 - Passed HOUSE.  *****To SENATE.
02/03/2025 - Reconsidered.
02/03/2025 - Passed HOUSE.  *****To SENATE.
02/04/2025 - To SENATE Committee on EDUCATION AND HEALTH.
02/13/2025 - From SENATE Committee on EDUCATION AND HEALTH:  Reported favorably.
02/18/2025 - Passed SENATE.
03/07/2025 - Eligible for GOVERNOR'S desk.
03/21/2025 - Signed by GOVERNOR.
03/21/2025 - Acts of Assembly.  Chapter No. 277",138867,21325,FALSE,NA,151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    249,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H249&ciq=urn:user:PA196471263&client_md=171458d99f4a55482d13d614b69e922e&mode=current_text,Department of Criminal Justice Services,Glass (D),Democrat,"Education/Training, Government Use",Failed - Died,45301,2024-01,"Relates to Department of Criminal Justice Services, relates to law-enforcement agencies, relates to use of generative artificial intelligence and machine learning systems, provides that the Department of Criminal Justice Services shall have the power and duty to establish a comprehensive framework for the use of generative artificial intelligence (AI) and machine learning systems, both defined in the bill, by law-enforcement agencies, which shall include developing policies and procedures.","01/04/2024 - PREFILED.
01/10/2024 - INTRODUCED.
01/10/2024 - To HOUSE Committee on COMMUNICATIONS, TECHNOLOGY AND INNOVATION.
02/13/2024 - In HOUSE Committee on COMMUNICATIONS, TECHNOLOGY AND INNOVATION:  Left in committee.",52073,7441,TRUE,"Generative artificial intelligence (AI) system means any artificial intelligence technology or system that can generate new content, ideas, data patterns, or videos based on the input and training it has received, which includes text, images, audio, and video content.",148.25,2.8,3038,471.2,2024,Divided
Virginia,VA,VA H    2496,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2496&ciq=urn:user:PA196471263&client_md=950b8d0e8199d3e07b488a36f1348b93&mode=current_text,Safety Monitoring Devices,Cordoza (R),Republican,Government Use,Failed - Died,45665,2025-01,"Relates to the Department of Wildlife Resources, relates to use of a safety monitoring device, relates to Fox Hill Boat Ramp, allows the Department of Wildlife Resources to place and operate a safety monitoring device at the Fox Hill Boat Ramp in the City of Hampton for the purpose of safety monitoring on state-owned property.","01/08/2025 - INTRODUCED.
01/08/2025 - To HOUSE Committee on AGRICULTURE, CHESAPEAKE AND NATURAL RESOURCES.
02/04/2025 - In HOUSE Committee on AGRICULTURE, CHESAPEAKE AND NATURAL RESOURCES:  Left in committee.",686,113,FALSE,NA,151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    250,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H250&ciq=urn:user:PA196471263&client_md=9e418a537853bb5a81db53bc2ef5d635&mode=current_text,Department of Criminal Justice Services,Glass (D),Democrat,NA,Vetoed - Vetoed by Governor,03/20/2024 - Vetoed,2024-01,"Relates to Department of Criminal Justice Services, relates to law-enforcement officers, relates to interrogation practices, provides that the Department of Criminal Justice Services shall have the power and duty to establish a comprehensive framework for the custodial and noncustodial interrogation of adults and juveniles by law-enforcement officers within the Commonwealth, which shall include developing policies and procedures for interrogation practices.","01/04/2024 - PREFILED.
01/10/2024 - INTRODUCED.
01/10/2024 - To HOUSE Committee on PUBLIC SAFETY.
01/26/2024 - From HOUSE Committee on PUBLIC SAFETY:  Reported with amendment.
01/30/2024 - To HOUSE Committee on APPROPRIATIONS.
02/02/2024 - From HOUSE Committee on APPROPRIATIONS:  Reported favorably.
02/07/2024 - Committee amendment adopted on HOUSE floor.
02/07/2024 - Engrossed by HOUSE as amended.
02/08/2024 - Passed HOUSE.  *****To SENATE.
02/09/2024 - To SENATE Committee on COURTS OF JUSTICE.
02/21/2024 - From SENATE Committee on COURTS OF JUSTICE:  Reported favorably.
02/21/2024 - Re-referred to SENATE Committee on FINANCE AND APPROPRIATIONS.
02/28/2024 - From SENATE Committee on FINANCE AND APPROPRIATIONS:  Reported favorably.
03/04/2024 - Passed SENATE.
03/07/2024 - Eligible for GOVERNOR'S desk.
03/20/2024 - Vetoed by GOVERNOR.
04/17/2024 - In HOUSE.  HOUSE sustained GOVERNOR'S veto.",28503,3972,FALSE,NA,148.25,2.8,3038,471.2,2024,Divided
Virginia,VA,VA H    2554,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2554&ciq=urn:user:PA196471263&client_md=6d3d53a9737749acde7b73268cde5692&mode=current_text,Artificial Intelligence Transparency Act Established,Henson (D),Democrat,"Notification, Private Sector Use",Failed - Died,45668,2025-01,"Establishes the artificial Intelligence Transparency Act, requires developers of generative artificial intelligence systems made available in the Commonwealth to ensure that any generative artificial intelligence system that produces audio, images, text, or video content includes on such AI-generated content a clear and conspicuous disclosure that meets certain requirements.","01/11/2025 - INTRODUCED.
01/11/2025 - To HOUSE Committee on COMMUNICATIONS, TECHNOLOGY AND INNOVATION.
02/04/2025 - In HOUSE Committee on COMMUNICATIONS, TECHNOLOGY AND INNOVATION:  Left in committee.",46297,7351,TRUE,"Artificial intelligence means a set of technologies that enables machines to perform tasks under varying and unpredictable circumstances that typically require human oversight or intelligence, or that can learn from experience and improve performance when exposed to datasets.",151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    2654,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2654&ciq=urn:user:PA196471263&client_md=8c7042785fd6d20407498a5381410c86&mode=current_text,Unlawful Dissemination of Intimate Images,Williams (R),Republican,"Appropriations, Criminal Use",Failed - Adjourned - Died,45671,2025-01,"Relates to unlawful dissemination of intimate images of another, relates to penalties.","01/14/2025 - INTRODUCED.
01/14/2025 - To HOUSE Committee on COURTS OF JUSTICE.
02/04/2025 - In HOUSE Committee on COURTS OF JUSTICE:  Left in committee",12479,2038,FALSE,NA,151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    2662,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2662&ciq=urn:user:PA196471263&client_md=3bab5b6d2f4937431deb1a65113ba8d9&mode=current_text,Hospital Oversight Fund,Anthony (D),Democrat,"Health Use, Studies",Failed - Died,45672,2025-01,"Relates to health care credentialing and billing oversight, relates to Hospital Oversight Fund established, relates to Independent Credentialing Review Board established, relates to Medicaid Billing Oversight Task Force established, relates to reports, establishes a Hospital Oversight Fund, Independent Credentialing Review Board, and Medicaid Billing Oversight Task Force to fund and carry out oversight of credentialing, as that term is defined in the bill, for health care providers and Medicaid billing.","01/15/2025 - INTRODUCED.
01/15/2025 - To HOUSE Committee on HEALTH AND HUMAN SERVICES.
02/05/2025 - In HOUSE Committee on HEALTH AND HUMAN SERVICES:  Left in committee.",10121,1489,FALSE,NA,151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    2692,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2692&ciq=urn:user:PA196471263&client_md=6f3e7e24bf28bfe5df38517415cf7203&mode=current_text,Custodial Interrogations,Glass (D),Democrat,"Government Use, Judicial Use",Enacted - Act No.  669,04/02/2025 - Enacted,2025-01,"Relates to custodial interrogations, relates to false statements to a child prohibited, relates to inauthentic replica documents, prohibits law-enforcement officers from intentionally making false statements or materially misrepresenting any fact, including by use of inauthentic replica documents, prior to or during a custodial interrogation of a child to secure the cooperation, confession, or conviction of such child, defines inauthentic replica documents as any documents, including computer.","01/16/2025 - INTRODUCED.
01/16/2025 - To HOUSE Committee on COURTS OF JUSTICE.
01/29/2025 - From HOUSE Committee on COURTS OF JUSTICE:  Reported with amendment.
02/03/2025 - Committee amendment adopted on HOUSE floor.
02/03/2025 - Engrossed by HOUSE as amended.
02/04/2025 - Passed HOUSE.  *****To SENATE.
02/05/2025 - To SENATE Committee on COURTS OF JUSTICE.
02/12/2025 - From SENATE Committee on COURTS OF JUSTICE:  Reported with amendment.
02/18/2025 - Committee amendment adopted on SENATE floor.
02/18/2025 - Engrossed by SENATE as amended.
02/18/2025 - Passed SENATE.  *****To HOUSE for concurrence.
02/19/2025 - HOUSE concurred in SENATE amendments.
03/07/2025 - Eligible for GOVERNOR'S desk.
03/07/2025 - Enrolled bill reprinted.
03/24/2025 - *****Returned to HOUSE with GOVERNOR'S recommendations.
04/02/2025 - HOUSE accepts GOVERNOR'S recommended amendments.
04/02/2025 - SENATE accepts GOVERNOR'S recommended amendments.
04/02/2025 - Acts of Assembly.  Chapter No. 669",2625,397,TRUE,"by a law-enforcement officer or his agent that (i) contain a false statement, signature, seal, letterhead, or contact information or (ii) materially misrepresent any fact.",151.98,3,3960,477.9,2025,Divided
Virginia,VA,VA H    2724,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H2724&ciq=urn:user:PA196471263&client_md=9e1cde778b4c2497e44774eaa68c909d&mode=current_text,Automatic License Plate Recognition Systems,Herring (D),Democrat,Government Use,Enacted - Act No.  720,05/02/2025 - Enacted,2025-01,"Relates to the use of automatic license plate recognition systems, provides that the Division of Purchases and Supply shall determine the automatic license plate recognition systems for use in the Commonwealth, provides that a law enforcement agency may use a system only as part of an active criminal investigation, as part of an active investigation related to a missing or endangered person, a person associated with human trafficking, or to receive notifications related to a missing or endangered person.","01/17/2025 - INTRODUCED.
01/17/2025 - To HOUSE Committee on COURTS OF JUSTICE.
01/29/2025 - From HOUSE Committee on COURTS OF JUSTICE:  Reported with substitute.
01/29/2025 - To HOUSE Committee on APPROPRIATIONS.
01/29/2025 - Committee substitute printed.
01/31/2025 - From HOUSE Committee on APPROPRIATIONS:  Reported favorably.
02/03/2025 - Committee substitute adopted on HOUSE floor.
02/03/2025 - Engrossed by HOUSE as substituted.
02/04/2025 - Passed HOUSE.  *****To SENATE.
02/05/2025 - To SENATE Committee on COURTS OF JUSTICE.
02/17/2025 - From SENATE Committee on COURTS OF JUSTICE:  Reported with substitute.
02/17/2025 - Re-referred to SENATE Committee on FINANCE AND APPROPRIATIONS.
02/17/2025 - Committee substitute printed.
02/17/2025 - From SENATE Committee on FINANCE AND APPROPRIATIONS:  Reported favorably.
02/20/2025 - Committee substitute adopted on SENATE floor.
02/20/2025 - Engrossed by SENATE as substituted.
02/20/2025 - Passed SENATE.  *****To HOUSE for concurrence.
02/20/2025 - HOUSE concurred in SENATE substitute.
03/07/2025 - Eligible for GOVERNOR'S desk.
03/24/2025 - *****Returned to HOUSE with GOVERNOR'S recommendations.
05/02/2025 - Signed by GOVERNOR.
05/02/2025 - Acts of Assembly.  Chapter No. 720",24947,4053,FALSE,NA,151.98,3,3960,477.9,2025,Divided
